bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary
8176,I Ching: The Book of Change,Anonymous/John Blofeld,4.19,140193359,9.78E+12,eng,240,42,7,08-01-1991,Penguin Books,
8177,The Everyday I Ching,Sarah Dening,4.19,312151225,9.78E+12,eng,224,23,3,1/15/1997,St. Martin's Griffin,
8178,Richard Matheson's Hell House  Book 1,Ian Edginton/Simon Fraser,4.08,1932382607,9.78E+12,eng,48,13,0,01-11-2005,IDW Publishing,
8179,H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,3.87,1593074743,9.78E+12,eng,70,367,23,4/19/2006,Dark Horse,
8180,New Complete Guide to Sewing,Reader's Digest Association,4.23,762104201,9.78E+12,eng,384,420,37,10/24/2002,Readers Digest.,
8181,A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon,4.38,895772493,9.78E+12,eng,12,13,0,10-01-1987,Reader's Digest Association,
8182,Complete Guide to the Bible,Reader's Digest Association,4.58,762100737,9.78E+12,eng,448,12,3,8/24/1998,Readers Digest,
8183,焼きたて!!ジャぱん 1,Takashi Hashiguchi/橋口 たかし,3.97,4091263917,9.78E+12,jpn,187,6,0,3/18/2002,小学館,
8184,200 Quilt Blocks: To Mix and Match,Davina Thomas,4.09,896892026,9.78E+12,eng,128,5,0,10-01-2005,Krause Publications,
8185,The Girl in the Glass,Jeffrey Ford,3.72,60936193,9.78E+12,eng,304,785,126,8/16/2005,William Morrow Paperbacks,
8186,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,4.03,078684907X,9.78E+12,eng,452,66017,4284,05-01-2006,Disney-Hyperion,
8187,Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,3.55,1416918086,9.78E+12,eng,307,5421,360,10-05-2006,Margaret K. McElderry Books,
8188,It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh,3.85,743292642,9.78E+12,eng,230,4644,672,01-01-2007,Free Press,
8189,Peter Pan,J.M. Barrie/Michael Hague,4.08,805072454,9.78E+12,eng,176,213538,5609,10-01-2003,Henry Holt and Co.,
8190,The Callahan Chronicals (Callahan's #1-3),Spider Robinson,4.31,812539370,9.78E+12,eng,416,2326,93,10/15/1997,Tor,
8191,The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones,4.06,61131245,9.78E+12,eng,515,6899,327,10-03-2006,Greenwillow Books,
8192,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,4.21,006447268X,9.78E+12,en-US,598,13864,391,04-10-2007,Greenwillow Books,
8193,The Time of the Ghost,Diana Wynne Jones,3.66,64473546,9.78E+12,eng,291,2122,123,01-01-1981,HarperTrophy,
8194,Whitethorn Woods,Maeve Binchy,3.61,307265781,9.78E+12,eng,339,11498,1016,03-06-2007,Knopf Publishing Group,
8195,The Builders,Maeve Binchy,3.97,1902602684,9.78E+12,eng,87,664,82,11-01-2006,New Island Books,
8196,Dublin 4,Maeve Binchy,3.64,99498588,9.78E+12,en-US,256,2155,59,05-04-2006,Arrow,
8197,Victoria Line  Central Line,Maeve Binchy,3.6,99498634,9.78E+12,eng,432,957,53,07-06-2006,Arrow,
8198,Echoes,Maeve Binchy,3.8,440122090,9.78E+12,en-US,496,9434,455,02-10-1997,Dell Publishing Company,
8199,Firefly Summer,Maeve Binchy,3.91,99498669,9.78E+12,eng,928,10463,290,08-03-2006,Arrow,
8200,Aches & Pains,Maeve Binchy/Wendy Shea,3.53,385335105,9.78E+12,en-US,99,356,30,6/13/2000,Delacorte Press,
8201,The Glass Lake,Maeve Binchy,3.93,752876872,9.78E+12,eng,704,17624,670,6/29/2005,The Orion Publishing Group Ltd,
8202,The Copper Beech,Maeve Binchy,3.91,752876813,9.78E+12,eng,407,18720,386,06-01-2005,Orion,
8203,Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,3.81,394863658,9.78E+12,eng,96,30,4,02-12-1984,Random House Books for Young Readers,
8204,Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,4.47,786222727,9.78E+12,eng,424,147,13,11-12-1999,Thorndike Press Large Print,
8205,Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis,4.14,375826890,9.78E+12,eng,48,5,0,9/28/2004,Random House Books for Young Readers,
8206,Operation Spy School (Adam Sharp  #4),George E. Stanley/Guy Francis,3.8,375824049,9.78E+12,eng,44,0,0,9/23/2003,Random House Books for Young Readers,
8207,The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney,4.06,679890548,9.78E+12,eng,96,82,12,09-09-2009,Random House Books for Young Readers,
8208,The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney,3.99,375813683,9.78E+12,en-US,96,1844,70,1/28/2003,Random House Books for Young Readers,
8209,Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis,4.12,375826882,9.78E+12,en-US,48,12,2,4/27/2004,Random House Books for Young Readers,
8210,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,8484451143,9.79E+12,spa,383,6,0,01-01-2006,Gaia Books,
8211,Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman,4.55,300116187,9.78E+12,eng,344,51,6,12/28/2006,Yale University Press,
8212,The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,3.5,156032597,9.78E+12,eng,756,217,37,05-01-2006,Mariner Books,
8213,Wither (Wendy Ward  #1),J.G. Passarella,3.71,671024817,9.78E+12,eng,438,545,40,03-01-2000,Pocket Books,
8214,Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones,4.41,1421500914,9.78E+12,eng,176,847,40,08-02-2005,VIZ Media LLC,
8215,Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones,4.41,1421500906,9.78E+12,eng,184,1696,86,09-01-2005,VIZ Media LLC,
8216,The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell,3.97,1585100374,9.78E+12,en-US,248,57,3,12-01-2001,Focus,
8217,The Complete Greek Tragedies  Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore,4.14,226307654,9.78E+12,eng,472,32,6,08-01-1992,University of Chicago Press,
8218,Doctor Faustus,Thomas Mann/John E. Woods,4.08,375701168,9.78E+12,eng,535,7825,314,7/27/1999,Vintage,
8219,The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker,4.03,679761640,9.78E+12,eng,530,4596,441,9/26/1995,Vintage,
8220,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,4.16,446520594,9.78E+12,eng,217,24345,1914,03-12-1996,Grand Central Publishing,
8221,Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,3.69,375724745,9.78E+12,en-GB,237,3825,272,04-10-2001,Vintage,
8222,Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett,3.85,679761071,9.78E+12,eng,298,1291,86,10-01-1996,Vintage,
8223,A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,3.8,4770016050,9.78E+12,eng,164,972,74,04-01-1992,Kodansha,
8224,The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki/Anthony H. Chambers,3.67,679757910,9.78E+12,eng,180,137,14,6/24/1995,Vintage,
8225,Le chat  son maître et ses deux maîtresses,Jun'ichirō Tanizaki,3.8,2070401677,9.78E+12,fre,210,29,2,1/23/1997,Gallimard,
8226,Small Gods (Discworld  #13),Terry Pratchett,4.29,552152978,9.78E+12,eng,400,83353,1758,08-01-2005,Corgi,
8227,Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett,4.24,60890312,9.78E+12,eng,325,42146,1230,10-01-2006,HarperTempest,
8228,Strata,Terry Pratchett,3.49,552133256,9.78E+12,eng,285,9019,265,4/22/1988,Corgi,
8229,The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,4.07,60094931,9.78E+12,eng,502,5761,191,9/30/2003,HarperCollins,
8230,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,4,60855924,9.78E+12,eng,228,239617,4478,9/13/2005,Harper,
8231,The Truth (Discworld  #25; Industrial Revolution  #2),Terry Pratchett,4.27,413771164,9.78E+12,eng,336,43964,880,2/21/2002,Bloomsbury Methuen Drama,
8232,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,4.3,055255264X,9.78E+12,eng,352,51562,1294,05-05-2005,Corgi Childrens,
8233,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,4.17,60507772,9.78E+12,eng,176,26427,517,8/20/2002,Harper Voyager,
8234,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,4.13,61020664,9.78E+12,eng,265,72785,1911,02-06-2001,Hartorch,
8235,A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,4.06,552146080,9.78E+12,eng,32,1640,19,05-01-1998,Transworld Publishers,
8236,The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett,3.97,61020702,9.78E+12,eng,277,91479,2031,02-02-2000,HarperTorch,
8237,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.03,60855908,9.78E+12,eng,228,110062,2261,9/13/2005,Harper Perennial,
8238,Interesting Times: The Play,Stephen Briggs/Terry Pratchett,4.15,413772195,9.78E+12,eng,102,21339,176,07-04-2002,Bloomsbury Methuen Drama,
8239,Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,4,552146730,9.78E+12,eng,176,5517,143,11-01-2001,Corgi,
8240,Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,3.94,552152943,9.78E+12,eng,396,52713,817,04-01-2005,Corgi,
8241,Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,3.94,91898242,9.78E+12,eng,344,3601,95,08-03-2006,Ebury Press,
8242,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,4.28,552152951,9.78E+12,eng,352,63287,1445,04-01-2005,Corgi,
8243,Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,3.72,60541873,9.78E+12,eng,210,9778,317,7/25/2006,HarperTrophy,
8244,The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,3.99,1857237250,9.78E+12,eng,383,2226,19,02-04-1999,Orbit,
8245,Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,4.11,038560937X,9.78E+12,eng,32,9116,294,10-01-2005,Doubleday,
8246,Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,4.17,055215315X,9.78E+12,eng,400,53721,814,08-01-2005,Corgi,
8247,Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,613572173,9.78E+12,eng,355,67,2,7/31/2001,Turtleback Books,
8248,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,4.23,552154288,9.78E+12,eng,432,60162,1373,10-02-2006,Corgi,
8249,The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,4.05,006001234X,9.78E+12,eng,256,29309,952,11-06-2001,HarperCollins,
8250,Rincewind the Wizzard,Terry Pratchett,4.21,739403451,9.78E+12,en-US,649,1585,24,01-01-1999,Science Fiction Book Club,
8251,Going Postal (Discworld  #33),Terry Pratchett,4.38,60013133,9.78E+12,en-US,377,969,114,9/28/2004,Harper,
8252,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,4.17,057506885X,9.78E+12,eng,160,830,83,10/18/2001,Gollancz,
8253,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,4.14,61051586,9.78E+12,eng,296,41899,746,09-08-1999,Harper Voyager,
8254,Truckers (Bromeliad Trilogy  #1),Terry Pratchett,3.92,60094966,9.78E+12,eng,261,7464,176,04-01-2004,HarperCollins,
8255,X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,3.97,785110593,9.78E+12,eng,128,400,17,01-01-2003,Marvel,
8256,Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt,4.72,071484330X,9.78E+12,en-GB,544,102,6,06-01-2003,Phaidon Press,
8257,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4,312291450,9.78E+12,eng,344,13622,731,8/24/2002,L.A. Weekly Books,
8258,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,4,080652569X,9.78E+12,eng,193,997,117,07-01-2004,Citadel,
8259,Team Yankee,Harold Coyle,4.07,425110427,9.78E+12,en-US,330,8870,131,09-01-1988,Berkley,
8260,At Sword's Point (Knights of the Blood  #2),Scott MacMillan/Katherine Kurtz,3.52,451454073,9.78E+12,eng,352,185,8,08-01-1994,Roc,
8261,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,3.91,399153691,9.78E+12,eng,552,10987,332,11/28/2006,G.P. Putnam's Sons,
8262,The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,4.13,1590525086,9.78E+12,en-US,120,4088,290,10-09-2001,Multnomah,
8263,Snow Treasure,Marie McSwigan/Mary Reardon,3.97,142402249,9.78E+12,eng,208,5279,489,10-05-2006,Puffin Books,
8264,The Damnation Game,Clive Barker,3.82,425188930,9.78E+12,eng,433,15857,350,11-05-2002,Berkley Books,
8265,Texas Hold'em for Dummies,Mark Harlan,3.82,047004604X,9.78E+12,eng,267,103,8,10-01-2006,Wiley Publishing,
8266,Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.,3.99,691008531,9.78E+12,eng,375,71,7,5/21/1990,Princeton University Press,
8267,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass,3.73,670820555,9.78E+12,eng,392,159,22,7/30/1987,Viking Penguin Inc.,
8268,Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,4.14,312320191,9.78E+12,eng,288,641,25,10-10-2003,St. Martin's Griffin,
8269,The Centurion's Empire,Sean McMullen,3.61,812564758,9.78E+12,eng,416,157,11,5/15/1999,Tor Science Fiction,
8270,The Centurions (The Centurions  #1),Damion Hunter,4.14,345296915,9.78E+12,eng,384,44,7,11-12-1981,Ballantine Books,
8271,The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,4.2,275942694,9.78E+12,eng,234,106,11,2/28/1992,Praeger Publishers,
8272,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,4.42,1574889230,9.78E+12,eng,612,1876,161,11-01-2005,Potomac Books,
8273,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban,3.77,1580801420,9.78E+12,en-US,264,501,76,02-06-2007,Burford Books,
8274,Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,4.19,465070590,9.78E+12,eng,352,153,10,12/25/2002,Civitas Books,
8275,Shattered Dance,Caitlin Brennan,3.91,037380248X,9.78E+12,eng,442,426,12,9/26/2006,Luna Books,
8276,The Shattered Land (Eberron: The Dreaming Dark  #2),Keith Baker,3.65,786938218,9.78E+12,eng,374,515,21,02-07-2006,Wizards of the Coast,
8277,Koko's Kitten,Francine Patterson/Ronald H. Cohn,4.3,590444255,9.78E+12,eng,32,963,92,06-01-1987,Scholastic Press,
8278,13th Directorate,Barry Chubin,2.62,804104557,9.78E+12,eng,0,8,1,2/28/1989,Ivy Books,
8279,The Aviators (Brotherhood of War  #8),W.E.B. Griffin,4.25,515100536,9.78E+12,eng,464,2567,33,05-01-1989,G.P. Putnam's Sons,
8280,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,034546639X,9.78E+12,eng,240,17354,650,05-04-2004,Ballantine Books,
8281,Legends  Lies  Cherished Myths of World History,Richard Shenkman,3.47,60922559,9.78E+12,eng,320,222,16,11/29/2011,William Morrow Paperbacks,
8282,Trevayne,Robert Ludlum,3.62,752858629,9.78E+12,en-GB,528,20,1,10-07-2004,Orion,
8283,Red Phoenix,Larry Bond,4.02,751504351,9.78E+12,en-US,791,26,2,4/25/1995,Warner Books (NY),
8284,Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks/Kathy Hicks,3.36,1561796778,9.78E+12,eng,384,28,4,10-01-1999,Focus on the Family Publishing,
8285,The Boomer Bible,R.F. Laird,4.23,1563050757,9.78E+12,eng,880,209,28,01-10-1991,Workman Publishing Company,
8286,A Matter of Trust (Justice  #0),Radclyffe,4.21,1933110333,9.78E+12,eng,240,942,26,02-01-2006,Bold Strokes Books,
8287,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,4.04,373771835,9.78E+12,eng,440,193,3,12/27/2005,Harlequin Books,
8288,A Matter Of Trust,Deb Stover,3.31,821764608,9.78E+12,eng,256,4,0,01-01-2000,Kensington,
8289,Mortal Fear (Mississippi #1),Greg Iles,4,451180410,9.78E+12,eng,704,566,59,02-01-1998,Signet,
8290,Mortal Fear,Robin Cook,3.75,330307606,9.78E+12,eng,364,3996,80,3/23/1989,Pan,
8291,Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,3.6,1575662450,9.78E+12,eng,348,98,9,01-01-1998,Kensington,
8292,Lonesome Dove,Larry McMurtry,4.49,068487122X,9.78E+12,eng,864,505,63,11-10-2000,Simon & Schuster,
8293,Comanche Moon,Larry McMurtry,4.03,684807548,9.78E+12,eng,752,202,30,11-06-1997,Simon & Schuster,
8294,Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,3.92,671728202,9.78E+12,eng,352,4908,89,1/25/2008,Pocket Books,
8295,Mitla Pass,Leon Uris,3.84,553282808,9.78E+12,eng,495,3256,68,10-01-1989,Bantam,
8296,The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,4.23,1600100295,9.78E+12,eng,136,17422,67,11-08-2006,IDW Publishing,
8297,Star Bright (Star Power  #8),Catherine Hapka,3.67,068987670X,9.78E+12,eng,160,3,0,4/26/2005,Aladdin Paperbacks,
8298,Brown's Star Atlas: Showing All The Bright Stars With Full Instructions How To Find And Use Them For Navigational Purposes And Department Of Trade Examinations.,Brown, Son & Ferguson,0,851742718,9.78E+12,eng,49,0,0,05-01-1977,Brown Son & Ferguson Ltd.
8299,Bright Star's Promise,Karen A. Bale,2.77,821746219,9.78E+12,eng,444,13,3,07-01-1994,Zebra,
8300,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,4.14,744005833,9.78E+12,eng,240,35,0,11-08-2005,BradyGames,
8301,The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,4.25,765305119,9.78E+12,eng,624,183950,2671,9/14/2002,Tor Books,
8302,My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,4.1,440421217,9.78E+12,eng,96,30987,1535,12/27/2005,Yearling,
8303,The Book of the Dragon,Ciruelo Cabral,4.2,1402728115,9.78E+12,eng,144,372,15,08-01-2005,Union Square Press,
8304,Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,3.98,446617679,9.78E+12,en-US,342,1740,77,11-01-2006,Warner Forever,
8305,Player's Handbook II,David Noonan,3.76,786939184,9.78E+12,eng,221,815,7,05-09-2006,Wizards of the Coast,
8306,Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,3.86,1416912274,9.78E+12,en-US,326,10103,917,9/26/2006,Simon & Schuster Books for Young Readers,
8307,The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,4.27,449908402,9.78E+12,eng,416,179,16,08-03-1993,Ballantine Books,
8308,Running with the Demon (Word & Void #1),Terry Brooks,3.97,1857236076,9.78E+12,eng,503,72,3,7/16/1998,Orbit Books,
8309,The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,3.77,345335287,9.78E+12,eng,307,630,14,08-12-1988,Del Rey Books,
8310,Der Sohn von Shannara,Terry Brooks/Tony Westermayr,4.16,3442249759,9.78E+12,ger,224,5,0,12-01-2000,Goldmann,
8311,First King of Shannara (Shannara Prequel),Terry Brooks,3.96,517199963,9.78E+12,eng,0,1,0,3/19/1996,Random House Value Publishing,
8312,The Best of Lester Del Rey,Lester del Rey/Terry Brooks,3.79,034543949X,9.78E+12,eng,320,76,9,06-06-2000,Del Rey,
8313,The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,3.57,99409968,9.78E+12,eng,336,13158,455,03-02-2000,Arrow,
8314,L'epée de Shannara,Terry Brooks/Rosalie Guillaume,3.45,2914370318,9.78E+12,fre,390,6,2,11/27/2002,Bragelonne,
8315,Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks/George Lucas/Regina Winter,3.57,3442352436,9.78E+12,ger,320,67,4,08-01-1999,Blanvalet Taschenbuch Verlag,
8316,The Deming Management Method,Mary Walton,3.95,1852521414,9.78E+12,eng,254,192,11,10-01-1992,Management Books 2000,
8317,The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks,3.99,1857230752,9.78E+12,eng,512,26985,256,10-05-2006,Orbit,
8318,The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,4.12,1402736959,9.78E+12,eng,151,514,31,02-01-2007,Sterling Publishing Co.  Inc.,
8319,The One Minute Minute Sales Person,Spencer Johnson,3.78,7104847,9.78E+12,eng,109,68,7,06-01-2000,HarperCollins Publishers,
8320,JLA  Vol. 14: Trial by Fire,Joe Kelly/Doug Mahnke/Tom Nguyen,3.67,140120242X,9.78E+12,en-GB,144,192,12,10-01-2004,DC Comics,
8321,Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,3.9,1401211984,9.78E+12,eng,224,297,27,01-03-2007,DC Comics,
8322,Trial by Fire (Stargate SG-1  #1),Sabine C. Bauer,3.79,954734300,9.78E+12,eng,237,448,32,06-01-2006,Fandemonium Books,
8323,Trial By Fire,D.W. Buffa,3.76,451412125,9.78E+12,en-US,322,9,0,04-04-2006,Onyx,
8324,Trial by Fire (Newpointe 911 #4),Terri Blackstock,4.36,310217601,9.78E+12,eng,347,3248,73,10/18/2000,Zondervan,
8325,Sahara (Dirk Pitt  #11),Clive Cussler,3.96,1416513418,9.78E+12,eng,576,47,6,03-01-2005,Pocket Books,
8326,Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock,3.12,1572308680,9.78E+12,en-US,479,8,0,05-04-2004,The Guilford Press,
8327,Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans,3.63,1419954482,9.78E+12,eng,272,131,8,10-01-2005,Ellora's Cave,
8328,Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,4.03,939631903,9.78E+12,eng,75,111,3,10-01-1995,Thomas Publications (PA),
8329,SeinLanguage,Jerry Seinfeld,3.63,553096060,9.78E+12,eng,180,371,44,09-01-1993,Bantam,
8330,Der Richter und sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis,3.73,395044995,9.78E+12,ger,208,5420,81,6/23/1972,Houghton Mifflin Company,
8331,It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre,4.04,553563386,9.78E+12,eng,640,2554,91,09-01-1993,Bantam,
8332,Battle Cry of Freedom,James M. McPherson,4.35,019516895X,9.78E+12,eng,867,23112,992,12-11-2003,Oxford University Press  USA,
8333,The Straight Dope,Cecil Adams,4.19,345422910,9.78E+12,eng,432,596,24,2/24/1998,Ballantine Books,
8334,Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,4.22,345381114,9.78E+12,eng,448,220,11,03-12-1999,Ballantine,
8335,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies,4.21,201408252,9.78E+12,en-US,176,167,18,04-10-1996,Basic Books,
8336,The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.62,805390472,9.78E+12,eng,512,17,2,09-01-2005,Pearson Education,
8337,Sliding Scales (Pip & Flinx #10),Alan Dean Foster,3.88,345461584,9.78E+12,eng,257,1167,28,9/27/2005,Del Rey Books,
8338,Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,3.68,345495845,9.78E+12,eng,358,35,0,09-05-2006,Del Rey Books,
8339,Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster,3.46,345495810,9.78E+12,eng,370,58,4,09-05-2006,Del Rey Books,
8340,Mid-Flinx (Pip & Flinx #7),Alan Dean Foster,3.94,345406443,9.78E+12,en-US,352,2327,36,09-01-1996,Del Rey Books,
8341,Alien,Alan Dean Foster,4.09,2290011150,9.78E+12,eng,270,15901,309,3/29/1979,Grand Central Publishing,
8342,The Chronicles of Riddick,Alan Dean Foster,3.95,345468392,9.78E+12,en-US,342,1389,47,12/18/2007,Del Rey Books,
8343,With Friends Like These...,Alan Dean Foster,3.94,345323904,9.78E+12,eng,236,2277,28,11-12-1977,Del Rey,
8344,Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,4.03,727845640,9.78E+12,eng,231,2278,29,02-01-1994,Severn House Publishers,
8345,The Hour of the Gate (Spellsinger  #2),Alan Dean Foster,3.84,743498291,9.78E+12,eng,304,30,0,01-01-2005,iBooks,
8346,Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,3.92,441248837,9.78E+12,eng,242,51,1,12-01-1993,Ace,
8347,Star Wars: The Approaching Storm,Alan Dean Foster,3.51,345443004,9.78E+12,eng,344,3947,100,12-01-2002,Del Rey Books,
8348,Chorus Skating (Spellsinger  #8),Alan Dean Foster,3.62,446362379,9.78E+12,en-US,344,477,8,10-01-1994,Aspect,
8349,Star Trek: Logs Five and Six (Star Trek: Log  #5-6),Alan Dean Foster,3.65,345495837,9.78E+12,eng,388,35,0,09-05-2006,Del Rey Books,
8350,Star Trek: Logs 7-10,Alan Dean Foster,3.71,671854054,9.78E+12,eng,788,21,0,06-01-1995,Pocket Books,
8351,The Hand of Dinotopia,Alan Dean Foster/James Gurney,3.96,60518510,9.78E+12,eng,416,292,13,12-01-2002,Avon Books,
8352,Interlopers,Alan Dean Foster,3.33,044100847X,9.78E+12,eng,313,269,23,05-01-2001,Ace,
8353,Alien Nation,Alan Dean Foster,3.55,446352640,9.78E+12,eng,217,227,10,07-01-1988,Warner Books,
